"","song","album","year","url","lyrics"
"78","D.J.","Lodger","1979","http://www.azlyrics.com/lyrics/davidbowie/dj.html","

I'm home, lost my job, 
and incurably ill
You think this is easy realism
I've got a girl out there, I suppose
I think she's dancing
Feel like Dan Dare lies down
I think she's dancing, what do I know?

I am a D.J., I am what I play
Can't turn around no, can't turn around
I am a D.J., I am what I play
Can't turn around no, can't turn around

I am a D.J., I am what I play
I got believers (kiss-kiss)
Believing me

One more weekend of lights 
and evening faces
Fast food, living nostalgia
Humble pie or bitter fruit

I am a D.J., I am what I play
Can't turn around no, can't turn around no
I am a D.J., I am what I say
Can't turn around no, can't turn around,
I am a D.J., I am what I play
I've got believers (kiss-kiss)
Believing me

I am a D.J., I am what I play
Can turn around no, can't turn around
I am a D.J., I am what I play
Can turn around no, can't turn around
I am a D.J., I am what I play
Can turn around no (kiss-kiss)

Time flies when you're having fun
Break his heart, break her heart
He used to be my boss and now he is a puppet dancer
I am a D.J., and I've got believers

I've got believers 
I've got believers
I've got believers in me
I've got believers
I am a D.J., I am what I play
I am a D.J.
"
"79","Shake It","Let\'s Dance","1983","http://www.azlyrics.com/lyrics/davidbowie/shakeit.html","

I feel like a sail-boat
Adrift on the sea
It's a brand new day
So when you gonna phone me

I could take you to heaven
I could spin you to hell
But I'll take you to New York
It's the place that I know well

Sitting on a flagstone talking to a faceless girl
Wondering what to say but my eyes do the talking so well

I duck and I sway - What's my line
Shoot at a full moon - What's my line
What's my line - Shake it baby

Cause love is the answer
Love's talking to me
I'd scream and I'll fight for you
You're better than money

We're the kind of people 
who can shake it 
if we're feeling blue
When I'm feeling disconnected well I sure know what to do
Shake it baby
"
"80","Fantastic Voyage","Lodger","1979","http://www.azlyrics.com/lyrics/davidbowie/fantasticvoyage.html","

In the event
that this fantastic voyage
Should turn to erosion 
and we never get old
Remember it's true, dignity is valuable
But our lives are valuable too

We're learning to live with somebody's depression
And I don't want to live with somebody's depression
We'll get by, I suppose
It's a very modern world,
but nobody's perfect

It's a moving world, 
but that's no reason
To shoot some of those missiles
Think of us as fatherless scum
It won't be forgotten
'Cause we'll never say anything nice again, will we?

And the wrong words make you listen
In this criminal world
Remember it's true, loyalty is valuable
But our lives are valuable too

We're learning to live with somebody's depression
And I don't want to live with somebody's depression
We'll get by I suppose
But any sudden movement I've got to write it down
They wipe out an entire race and I've got to write it down
But I'm still getting educated but I've got to write it down
And it won't be forgotten
'Cause I'll never say anything nice again, how can I?
"
"81","It\'s No Game (Part 1)","Scary Monsters","1980","http://www.azlyrics.com/lyrics/davidbowie/itsnogamepart1.html","

1
2
1-2-2

Shiruetto ya kage ga kakumei o miteiru
Mo tengoku no giyu no kaidan wa nai2

Silhouettes and shadows
watch the revolution
No more free steps to heaven
It's no game

Ore genjitsu kara shime dasare
Nani ga okkote irunoka wakara nai
Doko ni kyokun wa arunoka
Hitobito wa yubi o orareteiru
Konna dokusaisha ni iyashime rareru nowa kanashii

I am bored from the event
I really don't understand the situation
And it's no game

Documentaries on refugees
Couples 'gainst the target
You throw a rock against the road
And it breaks into pieces
Draw the blinds on yesterday,
and it's all so much scarier
Put a bullet in my brain,
and it makes all the papers 2

Nammin no kiroku eiga
Hyoteki o se ni shita koibito tachi
Michi ni ishi o nage reba
Kona gona ni kudake
Kino ni huta o sureba
Kyohu wa masu
Ore no atama ni tama o buchi kome ba
Shinbun wa kaki tateru

So where's the moral
when people have their fingers broken2
To be insulted by these fascists 
it's so degrading
And it's no game

Shut up! Shutu
"
"82","The Secret Life Of Arabia","""Heroes""","1977","http://www.azlyrics.com/lyrics/davidbowie/thesecretlifeofarabia.html","

The secret life of Arabia
Secret secrets never seen
Secret secrets ever green

I was running at the speed of life
Through morning's thoughts and fantasies
Then I saw your eyes
at the cross fades
Secret secrets never seen
Secret secrets ever green

The secret life of Arabia
Never here never seen
Secret life ever green

The secret life of Arabia
You must see the movie 
the sand in my eyes
I walk through a desert song 
when the heroine dies

Arabia (secret secret)
Arabia (secret)
Arabia (secret secret)

The secret life of Arabia
Never here never seen
Secret life ever green
"
"83","Without You","Let\'s Dance","1983","http://www.azlyrics.com/lyrics/davidbowie/withoutyou.html","

Just when I'm ready to throw in my hand
Just when the best things in life 
are gone
I look into my eyes

There's no smoke without fire
You're exactly who I want to be with
Without you
What could I do

And when I'm willing to call it a day
Just when I won't take another chance
I hold your hand

There's no smoke without fire
Woman I love you
Without you
What would I do
"
"84","Beauty And The Beast","""Heroes""","1977","http://www.azlyrics.com/lyrics/davidbowie/beautyandthebeast.html","

Weaving down a byroad,
singing the song
That's my kind of highroad, 
gone wrong
My-my
Smile at least
You can't say no
to the Beauty and the Beast

Something in the night
Something in the day
Nothing is wrong but darling
Something's in the way
There's slaughter in the air
Protest on the wind
Someone else inside me
Someone could get skinned, how?
My-my
Someone fetch a priest
You can't say no 
to the Beauty and the Beast
Darling

My-my
You can't say no
to the Beauty and the Beast 
(Weakling)
My-my
You can't say no 
to the Beauty and the Beast

I wanted to believe me
I wanted to be good
I wanted no distractions
Like every good boy should

My-my

Nothing will corrupt us
Nothing will compete
Thank god heaven left us
Standing on our feet
My-my
Beauty and the Beast

My-my
Just Beauty and the Beast
You can't say no
to the Beauty and the Beast
Darling

My-my
My
My-my
My
"
"85","African Night Flight","Lodger","1979","http://www.azlyrics.com/lyrics/davidbowie/africannightflight.html","

African nightmare one-time Mormon
More men fall in Hullabaloo men
I slide to the nearest bar
Undermine chairman 
I went too far
Bent on a windfall 
rent a sony

Wonder 
how the dollar went down
Gotta get a word to Elizabeth's father
Hey no, he wished me well

Seemed like another day
I could fly 
into the eye of god on high

His burning eye will see me through
One of these days, one of these days
Gotta get a word through one of these days

Asanti habari habari habari
Asanti nabana nabana nabana

Getting in mood for a Mombassa night flight
Pushing my luck, gonna fly like a mad thing
Bare strip takeoff
skimming over Rhino

Born in slumber less than peace
Struggle with a child 
whose screaming dreaming
Drowned by the props all steely sunshine

Sick of you, sick of me
Lust for the free life
Quashed and maimed
Like a valuable loved one
Left unnamed

Seemed like another day
I could fly 
into the eye of god on high

Over the bushland over the trees
Wise like Orangutan that was me

His burning eye will see me through
One of these days, one of these days
Gotta get a word through one of these days

Asanti habari habari habari
Asanti nabana nabana nabana
"
"86","Subterraneans","Low","1977","http://www.azlyrics.com/lyrics/davidbowie/subterraneans.html","

Share bride failing star
Care-line 
care-line
care-line 
care-line driving me
Shirley, Shirley, Shirley own

Share bride failing star
"
"87","Look Back In Anger","Lodger","1979","http://www.azlyrics.com/lyrics/davidbowie/lookbackinanger.html","

""You know who I am,"" he said
The speaker was an angel
He coughed and shook his crumpled wings
Closed his eyes and moved his lips
""It's time we should be going""

(Waiting so long, I've been waiting so, waiting so)
Look back in anger, 
driven by the night
Till you come
(Waiting so long, I've been waiting so, waiting so)
Look back in anger, 
see it in my eyes
Till you come

No one seemed to hear him
So he leafed through a magazine
And, yawning, rubbed the sleep away
Very sane he seemed to me

(Waiting so long, I've been waiting so, waiting so)
Look back in anger, 
driven by the night
Till you come
(Waiting so long, I've been waiting so, waiting so)
Look back in anger, 
feel it in my voice
Till you come

(Waiting so long, ahhh...)
(Waiting so long, I've been waiting so, waiting so) 
[repeat ad inf.]
"
"88","Modern Love","Let\'s Dance","1983","http://www.azlyrics.com/lyrics/davidbowie/modernlove.html","

I know when to go out 
And when to stay in 
Get things done [spoken]

I catch a paper boy
But things don't really change
I'm standing in the wind
But I never wave bye-bye

But I try
I try

There's no sign of life
It's just the power to charm
I'm lying in the rain
But I never wave bye-bye

But I try
I try

Never gonna fall for
Modern Love walks beside me
Modern Love walks on by
Modern Love gets me to the Church on Time
Church on Time terrifies me 
Church on Time makes me party
Church on Time puts my trust in God and Man 
God and Man no confessions
God and Man no religion
God and Man don't believe
in Modern Love
"
"89","Sons Of The Silent Age","""Heroes""","1977","http://www.azlyrics.com/lyrics/davidbowie/sonsofthesilentage.html","

Sons of the silent age
Stand on platforms
blank looks and note books
Sit in back rows 
of city limits
Lay in bed coming
and going on easy terms
Sons of the silent age
Pace their rooms
like a cell's dimensions
Rise for a year or two 
then make war
Search through their one inch thoughts
Then decide it couldn't be done

[CHORUS]
Baby, I'll never let you go
All I see is all I know
Let's find another way down
(sons of sound and sons of sound)
Baby, baby, I'll never let you down
I can't stand another sound
Let's take another way in 
(sons of sound and sons of sound)

Sons of the silent age
Listen to tracks by Sam Therapy 
and King Dice
Sons of the silent age
Pick up in bars 
and cry only once
Sons of the silent age
Make love only once 
but dream and dream
They don't walk, 
they just glide in and out of life
They never die, 
they just go to sleep one day

[CHORUS]

(Sons of sound and sons of sound)
Baby, baby, baby, fire away!
"
